Date,Close,Return,lag_1,lag_2,lag_3,lag_5,MA_3,MA_5,Volatility_5,Ticker
2025-08-04,203.11949157714844,0.004792974350137147,-0.0250035932739211,-0.007079622090835236,-0.010507881543836084,0.0007948746335069146,204.20159403483072,206.48966064453126,0.010741613307912465,AAPL
2025-08-05,202.68995666503906,-0.0021146907604691068,0.004792974350137147,-0.0250035932739211,-0.007079622090835236,-0.012987651582609505,202.6533457438151,204.82155151367186,0.011119288273347695,AAPL
2025-08-06,213.0082550048828,0.05090680618623611,-0.0021146907604691068,0.004792974350137147,-0.0250035932739211,-0.010507881543836084,206.27256774902344,205.6605987548828,0.028292145734879554,AAPL
2025-08-07,219.7805633544922,0.03179364268982976,0.05090680618623611,-0.0021146907604691068,0.004792974350137147,-0.007079622090835236,211.82625834147134,208.14977111816407,0.029689776615135458,AAPL
2025-08-08,229.0900115966797,0.04235792328538146,0.03179364268982976,0.05090680618623611,-0.0021146907604691068,-0.0250035932739211,220.62627665201822,213.53765563964845,0.023241375670662916,AAPL
2025-08-11,227.17999267578125,-0.008337416841468825,0.04235792328538146,0.03179364268982976,0.05090680618623611,0.004792974350137147,225.35018920898438,218.349755859375,0.02666269659076986,AAPL
2025-08-12,229.64999389648438,0.010872441677679756,-0.008337416841468825,0.04235792328538146,0.03179364268982976,-0.0021146907604691068,228.63999938964844,223.74176330566405,0.02412591870149396,AAPL
2025-08-13,233.3300018310547,0.01602441991019199,0.010872441677679756,-0.008337416841468825,0.04235792328538146,0.05090680618623611,230.05332946777344,227.80611267089844,0.019560595720831776,AAPL
2025-08-14,232.77999877929688,-0.0023571895917441354,0.01602441991019199,0.010872441677679756,-0.008337416841468825,0.03179364268982976,231.9199981689453,230.40599975585937,0.01973826011276659,AAPL
2025-08-15,231.58999633789062,-0.005112133549474374,-0.0023571895917441354,0.01602441991019199,0.010872441677679756,0.04235792328538146,232.56666564941406,230.90599670410157,0.010625401566960263,AAPL
2025-08-18,230.88999938964844,-0.0030225698834628334,-0.005112133549474374,-0.0023571895917441354,0.01602441991019199,-0.008337416841468825,231.75333150227866,231.647998046875,0.00951306474907479,AAPL
2025-08-19,230.55999755859375,-0.001429259958971918,-0.0030225698834628334,-0.005112133549474374,-0.0023571895917441354,0.010872441677679756,231.0133310953776,231.8299987792969,0.008606445818308188,AAPL
2025-08-20,226.00999450683594,-0.019734572779050663,-0.001429259958971918,-0.0030225698834628334,-0.005112133549474374,0.01602441991019199,229.15333048502603,230.36599731445312,0.007614219148881417,AAPL
2025-08-21,224.89999389648438,-0.004911289931109564,-0.019734572779050663,-0.001429259958971918,-0.0030225698834628334,-0.0023571895917441354,227.1566619873047,228.7899963378906,0.007362477730538466,AAPL
2025-08-22,227.75999450683594,0.012716766064777785,-0.004911289931109564,-0.019734572779050663,-0.001429259958971918,-0.005112133549474374,226.22332763671875,228.02399597167968,0.011541252454957312,AAPL
2025-08-25,227.16000366210938,-0.0026343118159346535,0.012716766064777785,-0.004911289931109564,-0.019734572779050663,-0.0030225698834628334,226.6066640218099,227.2779968261719,0.011544691040029843,AAPL
2025-08-26,229.30999755859375,0.009464667467088184,-0.0026343118159346535,0.012716766064777785,-0.004911289931109564,-0.001429259958971918,228.07666524251303,227.0279968261719,0.01290939936408966,AAPL
2025-08-27,230.49000549316406,0.00514590705653295,0.009464667467088184,-0.0026343118159346535,0.012716766064777785,-0.019734572779050663,228.9866689046224,227.9239990234375,0.007592321088718458,AAPL
2025-08-28,232.55999755859375,0.008980832210059075,0.00514590705653295,0.009464667467088184,-0.0026343118159346535,-0.004911289931109564,230.7866668701172,229.45599975585938,0.005886119096613302,AAPL
2025-08-29,232.13999938964844,-0.00180597769760249,0.008980832210059075,0.00514590705653295,0.009464667467088184,0.012716766064777785,231.7300008138021,230.33200073242188,0.005778488836065758,AAPL
2025-09-02,229.72000122070312,-0.010424735828844955,-0.00180597769760249,0.008980832210059075,0.00514590705653295,-0.0026343118159346535,231.47333272298178,230.84400024414063,0.008408912524784883,AAPL
2025-09-03,238.47000122070312,0.038089848308826335,-0.010424735828844955,-0.00180597769760249,0.008980832210059075,0.009464667467088184,233.4433339436849,232.6760009765625,0.018372090917084798,AAPL
2025-09-04,239.77999877929688,0.005493343195739575,0.038089848308826335,-0.010424735828844955,-0.00180597769760249,0.00514590705653295,235.99000040690103,234.53399963378905,0.018359263337884135,AAPL
2025-09-05,239.69000244140625,-0.00037532879451496193,0.005493343195739575,0.038089848308826335,-0.010424735828844955,0.008980832210059075,239.3133341471354,235.96000061035156,0.018716130433374622,AAPL
2025-09-08,237.8800048828125,-0.007551410322323426,-0.00037532879451496193,0.005493343195739575,0.038089848308826335,-0.00180597769760249,239.11666870117188,237.10800170898438,0.019490544157458187,AAPL
2025-09-09,234.35000610351562,-0.014839409394815983,-0.007551410322323426,-0.00037532879451496193,0.005493343195739575,-0.010424735828844955,237.30667114257812,238.03400268554688,0.02044331338487521,AAPL
2025-09-10,226.7899932861328,-0.03225949486019408,-0.014839409394815983,-0.007551410322323426,-0.00037532879451496193,0.038089848308826335,233.0066680908203,235.6980010986328,0.014641847703593232,AAPL
2025-09-11,230.02999877929688,0.014286368839370622,-0.03225949486019408,-0.014839409394815983,-0.007551410322323426,0.005493343195739575,230.38999938964844,233.7480010986328,0.017249712940437204,AAPL
2025-09-12,234.07000732421875,0.017562963814985233,0.014286368839370622,-0.03225949486019408,-0.014839409394815983,-0.00037532879451496193,230.29666646321616,232.6240020751953,0.020775514162882733,AAPL
2025-09-15,236.6999969482422,0.011235910376080627,0.017562963814985233,0.014286368839370622,-0.03225949486019408,-0.007551410322323426,233.6000010172526,232.38800048828125,0.02177421008381848,AAPL
2025-09-16,238.14999389648438,0.0061258849469238985,0.011235910376080627,0.017562963814985233,0.014286368839370622,-0.014839409394815983,236.3066660563151,233.147998046875,0.020368686853295015,AAPL
2025-09-17,238.99000549316406,0.0035272375318422533,0.0061258849469238985,0.011235910376080627,0.017562963814985233,-0.03225949486019408,237.94666544596353,235.58800048828124,0.005755530953632162,AAPL
2025-09-18,237.8800048828125,-0.0046445482440198305,0.0035272375318422533,0.0061258849469238985,0.011235910376080627,0.014286368839370622,238.34000142415366,237.1580017089844,0.008331481943703357,AAPL
2025-09-19,245.5,0.03203293660995743,-0.0046445482440198305,0.0035272375318422533,0.0061258849469238985,0.017562963814985233,240.79000345865884,239.44400024414062,0.013763652579085543,AAPL
2025-09-22,256.0799865722656,0.04309566831880085,0.03203293660995743,-0.0046445482440198305,0.0035272375318422533,0.011235910376080627,246.48666381835938,243.31999816894532,0.020435825516876806,AAPL
2025-09-23,254.42999267578125,-0.006443275472520216,0.04309566831880085,0.03203293660995743,-0.0046445482440198305,0.0061258849469238985,252.00332641601562,246.57599792480468,0.022615189895919235,AAPL
2025-09-24,252.30999755859375,-0.008332331793480807,-0.006443275472520216,0.04309566831880085,0.03203293660995743,0.0035272375318422533,254.27332560221353,249.23999633789063,0.02447026138344307,AAPL
2025-09-25,256.8699951171875,0.018072995928489766,-0.008332331793480807,-0.006443275472520216,0.04309566831880085,-0.0046445482440198305,254.53666178385416,253.03799438476562,0.022862606453056825,AAPL
2025-09-26,255.4600067138672,-0.005489112898051984,0.018072995928489766,-0.008332331793480807,-0.006443275472520216,0.03203293660995743,254.87999979654947,255.02999572753907,0.022306485568671333,AAPL
2025-09-29,254.42999267578125,-0.004031997224675621,-0.005489112898051984,0.018072995928489766,-0.008332331793480807,0.04309566831880085,255.58666483561197,254.6999969482422,0.010911200140532944,AAPL
2025-09-30,254.6300048828125,0.0007861188255666729,-0.004031997224675621,-0.005489112898051984,0.018072995928489766,-0.006443275472520216,254.84000142415366,254.73999938964843,0.010522167127210116,AAPL
2025-10-01,255.4499969482422,0.003220327729275496,0.0007861188255666729,-0.004031997224675621,-0.005489112898051984,-0.008332331793480807,254.83666483561197,255.3679992675781,0.009387048191717819,AAPL
2025-10-02,257.1300048828125,0.00657666061710982,0.003220327729275496,0.0007861188255666729,-0.004031997224675621,0.018072995928489766,255.7366689046224,255.4200012207031,0.005010058703382,AAPL
