Date,AAPL,AMZN,AVGO,GOOG,GOOGL,LLY,META,MSFT,NVDA,TSLA
2025-09-16,238.14999389648438,234.0500030517578,359.3842468261719,251.4199981689453,251.16000366210938,764.7100219726562,778.4745483398438,509.0400085449219,174.8800048828125,421.6199951171875
2025-09-17,238.99000549316406,231.6199951171875,345.5779113769531,249.85000610351562,249.52999877929688,760.1300048828125,775.19677734375,510.0199890136719,170.2899932861328,425.8599853515625
2025-09-18,237.8800048828125,231.22999572753906,344.7593078613281,252.3300018310547,252.02999877929688,762.9299926757812,779.7237548828125,508.45001220703125,176.24000549316406,416.8500061035156
2025-09-19,245.5,231.47999572753906,344.3500061035156,255.24000549316406,254.72000122070312,751.989990234375,777.85498046875,517.9299926757812,176.6699981689453,426.07000732421875
2025-09-22,256.0799865722656,227.6300048828125,338.7900085449219,252.8800048828125,252.52999877929688,754.9500122070312,765.1599731445312,514.4500122070312,183.61000061035156,434.2099914550781
2025-09-23,254.42999267578125,220.7100067138672,338.94000244140625,252.33999633789062,251.66000366210938,746.97998046875,755.4000244140625,509.2300109863281,178.42999267578125,425.8500061035156
2025-09-24,252.30999755859375,220.2100067138672,339.30999755859375,247.8300018310547,247.13999938964844,741.8499755859375,760.6599731445312,510.1499938964844,176.97000122070312,442.7900085449219
2025-09-25,256.8699951171875,218.14999389648438,336.1000061035156,246.57000732421875,245.7899932861328,714.5900268554688,748.9099731445312,507.0299987792969,177.69000244140625,423.3900146484375
2025-09-26,255.4600067138672,219.77999877929688,334.5299987792969,247.17999267578125,246.5399932861328,724.5399780273438,743.75,511.4599914550781,178.19000244140625,440.3999938964844
2025-09-29,254.42999267578125,222.1699981689453,327.8999938964844,244.36000061035156,244.0500030517578,726.510009765625,743.4000244140625,514.5999755859375,181.85000610351562,443.2099914550781
2025-09-30,254.6300048828125,219.57000732421875,329.9100036621094,243.5500030517578,243.10000610351562,763.0,734.3800048828125,517.9500122070312,186.5800018310547,444.7200012207031
2025-10-01,255.4499969482422,220.6300048828125,333.3900146484375,245.5399932861328,244.89999389648438,825.4199829101562,717.3400268554688,519.7100219726562,187.24000549316406,459.4599914550781
2025-10-02,257.1300048828125,222.41000366210938,338.17999267578125,246.42999267578125,245.69000244140625,819.8499755859375,727.0499877929688,515.739990234375,188.88999938964844,436.0
2025-10-03,258.0199890136719,219.50999450683594,338.3699951171875,246.4499969482422,245.35000610351562,839.8699951171875,710.5599975585938,517.3499755859375,187.6199951171875,429.8299865722656
2025-10-06,256.69000244140625,220.89999389648438,335.489990234375,251.50999450683594,250.42999267578125,845.0499877929688,715.6599731445312,528.5700073242188,185.5399932861328,453.25
2025-10-07,256.4800109863281,221.77999877929688,336.4100036621094,247.1300048828125,245.75999450683594,843.6300048828125,713.0800170898438,523.97998046875,185.0399932861328,433.0899963378906
2025-10-08,258.05999755859375,225.22000122070312,345.5,245.4600067138672,244.6199951171875,845.719970703125,717.8400268554688,524.8499755859375,189.11000061035156,438.69000244140625
2025-10-09,254.0399932861328,227.74000549316406,345.0199890136719,242.2100067138672,241.52999877929688,855.3499755859375,733.510009765625,522.4000244140625,192.57000732421875,435.5400085449219
2025-10-10,245.27000427246094,216.3699951171875,324.6300048828125,237.49000549316406,236.57000732421875,833.489990234375,705.2999877929688,510.9599914550781,183.16000366210938,413.489990234375
2025-10-13,247.66000366210938,220.07000732421875,356.70001220703125,244.63999938964844,244.14999389648438,819.4000244140625,715.7000122070312,514.0499877929688,188.32000732421875,435.8999938964844
2025-10-14,247.77000427246094,216.38999938964844,344.1300048828125,246.19000244140625,245.4499969482422,812.3499755859375,708.6500244140625,513.5700073242188,180.02999877929688,429.239990234375
2025-10-15,249.33999633789062,215.57000732421875,351.3299865722656,251.7100067138672,251.02999877929688,826.5700073242188,717.5499877929688,513.4299926757812,179.8300018310547,435.1499938964844
2025-10-16,247.4499969482422,214.47000122070312,354.1499938964844,251.8800048828125,251.4600067138672,819.3800048828125,712.0700073242188,511.6099853515625,181.80999755859375,428.75
2025-10-17,252.2899932861328,213.0399932861328,349.3299865722656,253.7899932861328,253.3000030517578,802.8300170898438,716.9199829101562,513.5800170898438,183.22000122070312,439.30999755859375
2025-10-20,262.239990234375,216.47999572753906,349.239990234375,257.0199890136719,256.54998779296875,808.9600219726562,732.1699829101562,516.7899780273438,182.63999938964844,447.42999267578125
2025-10-21,262.7699890136719,222.02999877929688,342.6600036621094,251.33999633789062,250.4600067138672,799.5700073242188,733.27001953125,517.6599731445312,181.16000366210938,442.6000061035156
2025-10-22,258.45001220703125,217.9499969482422,340.29998779296875,252.52999877929688,251.69000244140625,812.4299926757812,733.4099731445312,520.5399780273438,180.27999877929688,438.9700012207031
2025-10-23,259.5799865722656,221.08999633789062,344.2900085449219,253.72999572753906,253.0800018310547,821.0399780273438,734.0,520.5599975585938,182.16000366210938,448.9800109863281
2025-10-24,262.82000732421875,224.2100067138672,354.1300048828125,260.510009765625,259.9200134277344,825.4500122070312,738.3599853515625,523.6099853515625,186.25999450683594,433.7200012207031
