,AAPL,AMZN,AVGO,GOOG,GOOGL,LLY,META,MSFT,NVDA,TSLA,AAPL,AMZN,AVGO,GOOG,GOOGL,LLY,META,MSFT,NVDA,TSLA,AAPL,AMZN,AVGO,GOOG,GOOGL,LLY,META,MSFT,NVDA,TSLA
,Price,Price,Price,Price,Price,Price,Price,Price,Price,Price,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,Daily_Change_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%,RollingVol_%
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-09,234.35000610351562,238.24000549316406,336.09417724609375,239.94000244140625,239.6300048828125,750.6099853515625,765.1835327148438,498.4100036621094,170.7503662109375,346.9700012207031,-1.4839409394815983,1.0176429751274751,-2.5979920554607183,2.4683971168865115,2.388485625123682,1.6205418696172647,1.781208308365212,0.042150030094911806,1.45564601601742,0.1645517708609212,19.993867271023138,26.341464518912986,45.513525093482535,35.15846416168987,35.6580536004054,30.012330185344485,22.245829512302247,14.953177191776154,24.199383013486504,34.807149461039835
2025-09-10,226.7899932861328,230.3300018310547,368.9378967285156,239.55999755859375,239.1699981689453,754.6199951171875,751.4727783203125,500.3699951171875,177.32000732421875,347.7900085449219,-3.2259494860194082,-3.3201827903485137,9.772177474640742,-0.15837495996745554,-0.19196540687471675,0.5342334692958861,-1.7918255958653484,0.3932488193810091,3.847512165898026,0.23633378140295314,22.987153188405173,29.441616126013063,55.61129951162956,35.32696263394524,35.854361483357785,30.027327392011195,19.765486251268467,13.848829917774246,28.225708460925887,34.778312122671814
2025-09-11,230.02999877929688,229.9499969482422,359.014892578125,240.77999877929688,240.3699951171875,756.280029296875,750.3935546875,501.010009765625,177.1699981689453,368.80999755859375,1.4286368839370622,-0.16498279850283293,-2.6896136825143024,0.5092675042312589,0.5017338953168027,0.21998279802137866,-0.14361446800837951,0.12790827881028477,-0.08459798617036496,6.043873744853956,22.828905134184716,29.12960647043105,56.59962801281555,34.97472948193212,35.43251413140738,28.674213532753903,19.39751478346296,12.922244609819316,28.10067156612101,40.529127986438276
2025-09-12,234.07000732421875,228.14999389648438,359.25445556640625,241.3800048828125,240.8000030517578,755.3900146484375,755.0803833007812,509.8999938964844,177.82000732421875,395.94000244140625,1.7562963814985233,-0.7827802024989672,0.06672786929837748,0.2491926682272272,0.1788941811812439,-0.11768321441265606,0.6245827384848912,1.7744124783092063,0.3668844397986648,7.356092584909457,23.705402656227456,27.430969302468096,56.661629751091844,35.004440640261535,35.49687125089848,26.625457050703012,19.54979102412313,14.573635077268476,28.12561926063123,46.85649792406047
2025-09-15,236.6999969482422,231.42999267578125,363.4672546386719,251.75999450683594,251.61000061035156,748.1900024414062,764.1842041015625,515.3599853515625,177.75,410.0400085449219,1.1235910376080627,1.4376501718361023,1.1726504729422604,4.300269042194627,4.489201587040781,-0.9531516259692951,1.205675713754406,1.0707965327386493,-0.039369767931174415,3.561147147692467,23.912238534382134,27.934217040858844,55.97999237594541,37.012132362421,37.67293609019923,25.82539466197831,20.06250166260523,15.095855682511356,27.981572195980625,46.90709567500194
2025-09-16,238.14999389648438,234.0500030517578,359.3842468261719,251.4199981689453,251.16000366210938,764.7100219726562,778.4745483398438,509.0400085449219,174.8800048828125,421.6199951171875,0.6125884946923899,1.1320962964584513,-1.1233495618632738,-0.1350478016003409,-0.17884700415349286,2.2079978985743987,1.8700130363309642,-1.226322762006704,-1.6146245385021074,2.8241113869250656,23.918506167179245,28.207095889912665,56.32354297827782,36.93478022615809,37.665161224873444,26.46505169592068,19.560087176359126,15.568244357879385,28.277116486959503,47.289670517328844
2025-09-17,238.99000549316406,231.6199951171875,345.5779113769531,249.85000610351562,249.52999877929688,760.1300048828125,775.19677734375,510.0199890136719,170.2899932861328,425.8599853515625,0.35272375318422533,-1.0382430689534927,-3.8416640604440944,-0.6244499550010718,-0.6489906271085144,-0.5989220695746922,-0.4210505023040101,0.1925154118143313,-2.6246634655319623,1.005642588937583,23.89838568542547,27.909808451750045,56.63779070541133,36.76558773711846,37.464940767022384,26.70965120141129,17.962897870664982,14.741076257030327,27.060605329550505,46.011648628093944
2025-09-18,237.8800048828125,231.22999572753906,344.7593078613281,252.3300018310547,252.02999877929688,762.9299926757812,779.7237548828125,508.45001220703125,176.24000549316406,416.8500061035156,-0.46445482440198305,-0.16837898189709932,-0.23687958306226609,0.9925938230762155,1.0018835459584041,0.36835643573895904,0.5839778584444622,-0.3078265245401113,3.4940468856755613,-2.1157139806429193,22.65405118796332,26.987721481203888,56.24003981294351,35.82431782236392,36.544112465421556,26.708082198828997,17.842218675685427,14.485742429638387,29.978906708386283,46.44583984535936
2025-09-19,245.5,231.47999572753906,344.3500061035156,255.24000549316406,254.72000122070312,751.989990234375,777.85498046875,517.9299926757812,176.6699981689453,426.07000732421875,3.203293660995743,0.10811746080494622,-0.11872101738211738,1.1532531371587496,1.0673342278439968,-1.4339457809276812,-0.2396713454425159,1.864486230927631,0.24398131092768782,2.2118270566640064,24.71822025287098,26.72715780943899,56.11555868300068,35.639281407266814,36.36177889539591,27.473488973999892,17.19354641143664,15.843642555515752,29.96801600960299,45.59503427936882
2025-09-22,256.0799865722656,227.6300048828125,338.7900085449219,252.8800048828125,252.52999877929688,754.9500122070312,765.1599731445312,514.4500122070312,183.61000061035156,434.2099914550781,4.309566831880085,-1.6632067201427403,-1.6146355336268958,-0.9246201847518676,-0.8597685422860546,0.3936251826615056,-1.6320532288124578,-0.6719017083315459,3.928229191902566,1.9104804353584193,28.167990126525876,25.227922294213904,56.78179364572473,35.759441495303676,36.35197451487236,27.474861479513777,16.97646908705933,15.99813503191569,32.502971703688935,42.08691624716694
2025-09-23,254.42999267578125,220.7100067138672,338.94000244140625,252.33999633789062,251.66000366210938,746.97998046875,755.4000244140625,509.2300109863281,178.42999267578125,425.8500061035156,-0.6443275472520216,-3.0400202172415014,0.04427341205504032,-0.21354339390025068,-0.34451159125369335,-1.0557032398716748,-1.2755435559911543,-1.0146760806378219,-2.8212014146021813,-1.9253323313789705,28.355126488316188,27.40990249691086,56.78747836319242,36.028386680229566,36.68184795796802,26.23796513418073,17.62656776313637,16.302946113213707,34.0037064644526,43.47631562500493
2025-09-24,252.30999755859375,220.2100067138672,339.30999755859375,247.8300018310547,247.13999938964844,741.8499755859375,760.6599731445312,510.1499938964844,176.97000122070312,442.7900085449219,-0.8332331793480807,-0.22654160880354324,0.10916242241174601,-1.787268991157831,-1.7960757397626481,-0.6867660468749537,0.6963130209783452,0.1806615655613797,-0.8182432970958109,3.977927016229388,28.753881620521266,27.350676684021046,56.801410597489195,36.96118278973282,37.571090669611976,16.62441948753078,17.78717592784699,16.20191363518339,33.85441657898324,44.67789140157161
2025-09-25,256.8699951171875,218.14999389648438,336.1000061035156,246.57000732421875,245.7899932861328,714.5900268554688,748.9099731445312,507.0299987792969,177.69000244140625,423.3900146484375,1.8072995928489766,-0.935476479077324,-0.9460350352700098,-0.5084108047962999,-0.5462515605930585,-3.674590500449626,-1.5447112264138307,-0.6115838781761473,0.40684930538323894,-4.381307961359793,29.129544812839644,27.445176773559012,57.107032123040455,37.20724864840138,37.843454084242474,21.234270153135235,18.38827229880477,16.054430343247766,33.90458190460924,48.54750401428172
2025-09-26,255.4600067138672,219.77999877929688,334.5299987792969,247.17999267578125,246.5399932861328,724.5399780273438,743.75,511.4599914550781,178.19000244140625,440.3999938964844,-0.5489112898051984,0.7471945580644679,-0.46712505079075095,0.24738830086517005,0.30513854122893314,1.3923999493331118,-0.6889977873929864,0.8737141168070339,0.28138893192084513,4.01756741055197,29.35817210711089,27.257587288140023,56.63995281406997,37.02719624417245,37.65449300539459,21.890351397809148,18.461170399105065,16.229711940431205,33.82385956339903,49.04028512598052
2025-09-29,254.42999267578125,222.1699981689453,327.8999938964844,244.36000061035156,244.0500030517578,726.510009765625,743.4000244140625,514.5999755859375,181.85000610351562,443.2099914550781,-0.4031997224675621,1.087450815780766,-1.9818864995681862,-1.1408658261142457,-1.0099741632933035,0.2719010403877231,-0.04705554096638975,0.6139256605245391,2.053989343938012,0.638055766924972,29.43581838460993,27.44489920376683,55.32666020956269,37.654138618626725,38.1955430200447,21.914774654231124,17.453025901708006,16.1954822202905,32.23352228853451,45.807632737136444
2025-09-30,254.6300048828125,219.57000732421875,329.9100036621094,243.5500030517578,243.10000610351562,763.0,734.3800048828125,517.9500122070312,186.5800018310547,444.7200012207031,0.07861188255666729,-1.1702709034319914,0.6129947554252002,-0.33147714706603937,-0.38926323964876275,5.02264108462136,-1.2133466821391936,0.6509982083227506,2.601042380414653,0.34069849388267404,28.933663878694837,27.183494129877644,55.317854839540985,37.48314401416223,38.041959354367314,28.332692604872257,17.92870784377521,16.245850701237696,32.187112898339905,44.81095707569251
