Date,Ticker,Price,Daily_Change_%,RollingVol_%,Beta
2025-07-22,AMZN,227.47000122070312,-0.7980819043607368,45.05830324301438,1.281
2025-07-23,AMZN,228.2899932861328,0.3604836070819184,45.05830324301438,1.281
2025-07-24,AMZN,232.22999572753906,1.725876103762447,45.05830324301438,1.281
2025-07-25,AMZN,231.44000244140625,-0.340177109187767,45.05830324301438,1.281
2025-07-28,AMZN,232.7899932861328,0.5833005662313484,45.05830324301438,1.281
2025-07-29,AMZN,231.00999450683594,-0.7646371539299812,45.05830324301438,1.281
2025-07-30,AMZN,230.19000244140625,-0.3549595623255297,45.05830324301438,1.281
2025-07-31,AMZN,234.11000061035156,1.7029402351838252,45.05830324301438,1.281
2025-08-01,AMZN,214.75,-8.269617085933035,45.05830324301438,1.281
2025-08-04,AMZN,211.64999389648438,-1.443541840985152,45.05830324301438,1.281
2025-08-05,AMZN,213.75,0.9922070229506863,43.560866112811006,1.281
2025-08-06,AMZN,222.30999755859375,4.004677220394748,46.5877433705759,1.281
2025-08-07,AMZN,223.1300048828125,0.368857601198358,44.67883581527662,1.281
2025-08-08,AMZN,222.69000244140625,-0.19719555047620352,42.92617277487478,1.281
2025-08-11,AMZN,221.3000030517578,-0.6241858073597895,41.40591068884023,1.281
2025-08-12,AMZN,221.47000122070312,0.07681796954406295,40.017387864298094,1.281
2025-08-13,AMZN,224.55999755859375,1.395221168040428,39.22206875116334,1.281
2025-08-14,AMZN,230.97999572753906,2.858923333961183,39.62167508020731,1.281
2025-08-15,AMZN,231.02999877929688,0.021648217457226338,38.50576533615071,1.281
2025-08-18,AMZN,231.49000549316406,0.19911124801876845,37.48163412885468,1.281
2025-08-19,AMZN,228.00999450683594,-1.503309388634011,37.78187518139187,1.281
2025-08-20,AMZN,223.80999755859375,-1.8420231785568841,38.33858377773106,1.281
2025-08-21,AMZN,221.9499969482422,-0.8310623433453235,37.82041071139414,1.281
2025-08-22,AMZN,228.83999633789062,3.1043025385826706,39.58429966206684,1.281
2025-08-25,AMZN,227.94000244140625,-0.3932852258726194,39.53664517834228,1.281
2025-08-26,AMZN,228.7100067138672,0.3378100659005012,39.47519815449476,1.281
2025-08-27,AMZN,229.1199951171875,0.17926124405795996,39.46058997266091,1.281
2025-08-28,AMZN,231.60000610351562,1.08240705271474,39.16723081561268,1.281
2025-08-29,AMZN,229.0,-1.1226278216735164,24.78850676276875,1.281
2025-09-02,AMZN,225.33999633789062,-1.5982548742835667,24.9411979451173,1.281
2025-09-03,AMZN,225.99000549316406,0.28845707190781056,24.816466563179276,1.281
2025-09-04,AMZN,235.67999267578125,4.2877945692648245,25.39217077072653,1.281
2025-09-05,AMZN,232.3300018310547,-1.4214150326010255,26.1167921551418,1.281
2025-09-08,AMZN,235.83999633789062,1.5107797009308976,26.460761088882755,1.281
2025-09-09,AMZN,238.24000549316406,1.0176429751274751,26.341464518912986,1.281
2025-09-10,AMZN,230.3300018310547,-3.3201827903485137,29.44161612601306,1.281
2025-09-11,AMZN,229.9499969482422,-0.16498279850283293,29.129606470431046,1.281
2025-09-12,AMZN,228.14999389648438,-0.7827802024989672,27.430969302468093,1.281
2025-09-15,AMZN,231.42999267578125,1.4376501718361023,27.934217040858837,1.281
2025-09-16,AMZN,234.0500030517578,1.1320962964584513,28.207095889912658,1.281
2025-09-17,AMZN,231.6199951171875,-1.0382430689534927,27.90980845175004,1.281
2025-09-18,AMZN,231.22999572753906,-0.16837898189709932,26.987721481203888,1.281
2025-09-19,AMZN,231.47999572753906,0.10811746080494622,26.727157809438985,1.281
2025-09-22,AMZN,227.6300048828125,-1.6632067201427403,25.2279222942139,1.281
2025-09-23,AMZN,220.7100067138672,-3.0400202172415014,27.409902496910856,1.281
2025-09-24,AMZN,220.2100067138672,-0.22654160880354324,27.350676684021042,1.281
2025-09-25,AMZN,218.14999389648438,-0.935476479077324,27.44517677355901,1.281
2025-09-26,AMZN,219.77999877929688,0.7471945580644679,27.25758728814002,1.281
2025-09-29,AMZN,222.1699981689453,1.087450815780766,27.444899203766827,1.281
2025-09-30,AMZN,219.57000732421875,-1.1702709034319914,27.18349412987764,1.281
2025-10-01,AMZN,220.6300048828125,0.48276063361811783,27.23052005391366,1.281
2025-10-02,AMZN,222.41000366210938,0.8067800117406154,22.10124051311424,1.281
2025-10-03,AMZN,219.50999450683594,-1.3039023009411066,22.024554313124646,1.281
2025-10-06,AMZN,220.89999389648438,0.633228292302257,21.289284858211516,1.281
2025-10-07,AMZN,221.77999877929688,0.39837252472938456,20.88358841155146,1.281
2025-10-08,AMZN,225.22000122070312,1.5510877718191152,18.740021499833464,1.281
2025-10-09,AMZN,227.74000549316406,1.118907849570383,19.233578492813642,1.281
2025-10-10,AMZN,216.3699951171875,-4.99253978296661,26.000653173182343,1.281
2025-10-13,AMZN,220.07000732421875,1.7100394188331425,26.252153099635876,1.281
2025-10-14,AMZN,216.38999938964844,-1.6721987604375044,26.19799940445288,1.281
2025-10-15,AMZN,215.57000732421875,-0.3789417568938358,26.08200945360368,1.281
2025-10-16,AMZN,214.47000122070312,-0.510277898660183,26.079471656742427,1.281
2025-10-17,AMZN,213.0399932861328,-0.6667636156250767,26.039039026220514,1.281
2025-10-20,AMZN,214.63009643554688,0.7463871571186109,25.89450648716781,1.281
2025-07-22,AVGO,278.1134948730469,-3.3378440528507247,35.26865320774935,1.208
2025-07-23,AVGO,283.20477294921875,1.830647620496073,35.26865320774935,1.208
2025-07-24,AVGO,288.2161865234375,1.76953711691763,35.26865320774935,1.208
2025-07-25,AVGO,289.68365478515625,0.5091553945737237,35.26865320774935,1.208
2025-07-28,AVGO,293.7966003417969,1.419805877446212,35.26865320774935,1.208
2025-07-29,AVGO,296.91131591796875,1.06016052348743,35.26865320774935,1.208
2025-07-30,AVGO,302.1023864746094,1.7483572630403899,35.26865320774935,1.208
2025-07-31,AVGO,293.1976623535156,-2.947584832085448,35.26865320774935,1.208
2025-08-01,AVGO,288.1463317871094,-1.722841350732096,35.26865320774935,1.208
2025-08-04,AVGO,297.2107849121094,3.145781196929165,35.26865320774935,1.208
2025-08-05,AVGO,292.428955078125,-1.6089018557649104,34.74444429667389,1.208
2025-08-06,AVGO,301.1540222167969,2.9836536318166296,35.54887796080082,1.208
2025-08-07,AVGO,303.2404479980469,0.6928101992103031,34.05917786315966,1.208
2025-08-08,AVGO,304.4483642578125,0.3983361282243525,32.72321569062927,1.208
2025-08-11,AVGO,303.38018798828125,-0.3508563010792498,31.69256527103041,1.208
2025-08-12,AVGO,312.294921875,2.9384693660559957,32.26676216123636,1.208
2025-08-13,AVGO,308.5613098144531,-1.1955404327840147,31.94315503321157,1.208
2025-08-14,AVGO,310.69769287109375,0.6923690653002801,31.00479677647693,1.208
2025-08-15,AVGO,305.8160400390625,-1.5711905637022627,31.013757886120374,1.208
2025-08-18,AVGO,305.2370300292969,-0.18933277982792207,30.24492977615698,1.208
2025-08-19,AVGO,294.40557861328125,-3.548537808461838,30.589554065295744,1.208
2025-08-20,AVGO,290.6719970703125,-1.2681762215766335,30.514231134229746,1.208
2025-08-21,AVGO,289.10467529296875,-0.5392063195425845,29.982649253651353,1.208
2025-08-22,AVGO,293.49713134765625,1.519330688871201,30.407136106951228,1.208
2025-08-25,AVGO,293.72674560546875,0.07823390189818369,29.994886794200173,1.208
2025-08-26,AVGO,297.5002746582031,1.2847073374118168,30.108958285219828,1.208
2025-08-27,AVGO,299.7364501953125,0.7516549487823099,29.555973276210857,1.208
2025-08-28,AVGO,308.1220703125,2.7976644521289673,29.046912901846426,1.208
2025-08-29,AVGO,296.88134765625,-3.6481394029481806,31.4947631408631,1.208
2025-09-02,AVGO,297.7298889160156,0.2858183130952874,29.48024826524756,1.208
2025-09-03,AVGO,301.872802734375,1.3915008108332794,29.196938864906606,1.208
2025-09-04,AVGO,305.5764465332031,1.2268888635479591,27.57664415190016,1.208
2025-09-05,AVGO,334.31719970703125,9.405421621952549,43.091350778376416,1.208
2025-09-08,AVGO,345.05877685546875,3.212989686995038,44.12912475275216,1.208
2025-09-09,AVGO,336.09417724609375,-2.5979920554607183,45.513525093482535,1.208
2025-09-10,AVGO,368.9378967285156,9.772177474640742,55.61129951162956,1.208
2025-09-11,AVGO,359.014892578125,-2.6896136825143024,56.59962801281555,1.208
2025-09-12,AVGO,359.25445556640625,0.06672786929837748,56.661629751091844,1.208
2025-09-15,AVGO,363.4672546386719,1.1726504729422604,55.97999237594541,1.208
2025-09-16,AVGO,359.3842468261719,-1.1233495618632738,56.32354297827782,1.208
2025-09-17,AVGO,345.5779113769531,-3.8416640604440944,56.63779070541133,1.208
2025-09-18,AVGO,344.7593078613281,-0.23687958306226609,56.24003981294351,1.208
2025-09-19,AVGO,344.3500061035156,-0.11872101738211738,56.11555868300068,1.208
2025-09-22,AVGO,338.7900085449219,-1.6146355336268958,56.78179364572473,1.208
2025-09-23,AVGO,338.94000244140625,0.04427341205504032,56.78747836319242,1.208
2025-09-24,AVGO,339.30999755859375,0.10916242241174601,56.801410597489195,1.208
2025-09-25,AVGO,336.1000061035156,-0.9460350352700098,57.107032123040455,1.208
2025-09-26,AVGO,334.5299987792969,-0.46712505079075095,56.63995281406997,1.208
2025-09-29,AVGO,327.8999938964844,-1.9818864995681862,55.32666020956269,1.208
2025-09-30,AVGO,329.9100036621094,0.6129947554252002,55.317854839540985,1.208
2025-10-01,AVGO,333.3900146484375,1.054836454699415,55.264413589621256,1.208
2025-10-02,AVGO,338.17999267578125,1.4367490977181152,55.30336052839278,1.208
2025-10-03,AVGO,338.3699951171875,0.056183820900490566,44.350903839721475,1.208
2025-10-06,AVGO,335.489990234375,-0.8511407407193583,42.88463507570495,1.208
2025-10-07,AVGO,336.4100036621094,0.2742297697441387,41.87198100797258,1.208
2025-10-08,AVGO,345.5,2.7020588683268176,23.605377446326358,1.208
2025-10-09,AVGO,345.0199890136719,-0.13893226811233506,21.878337970878608,1.208
2025-10-10,AVGO,324.6300048828125,-5.9097979189986605,29.800909264937218,1.208
2025-10-13,AVGO,356.70001220703125,9.878941207481917,47.18865657926409,1.208
2025-10-14,AVGO,344.1300048828125,-3.5239716551854317,48.65737443259141,1.208
2025-10-15,AVGO,351.3299865722656,2.0922272360135885,47.26253074910731,1.208
2025-10-16,AVGO,354.1499938964844,0.8026662772887772,47.30139532482021,1.208
2025-10-17,AVGO,349.3299865722656,-1.3610073153432323,47.60846813471419,1.208
2025-10-20,AVGO,349.2774963378906,-0.015025974406046583,47.17498413612861,1.208
2025-07-22,GOOG,191.93844604492188,0.5022283842809783,23.95969548758773,1.0
2025-07-23,GOOG,191.33897399902344,-0.3123251533244886,23.95969548758773,1.0
2025-07-24,GOOG,193.0274658203125,0.8824609989273258,23.95969548758773,1.0
2025-07-25,GOOG,193.9066925048828,0.4554930464604423,23.95969548758773,1.0
2025-07-28,GOOG,193.2472686767578,-0.3400727533467651,23.95969548758773,1.0
2025-07-29,GOOG,196.25457763671875,1.5561973944331564,23.95969548758773,1.0
2025-07-30,GOOG,197.26368713378906,0.51418392845759,23.95969548758773,1.0
2025-07-31,GOOG,192.68777465820312,-2.319693270501655,23.95969548758773,1.0
2025-08-01,GOOG,189.78036499023438,-1.5088708524067074,23.95969548758773,1.0
2025-08-04,GOOG,195.5751953125,3.053440392826623,23.95969548758773,1.0
2025-08-05,GOOG,195.1455841064453,-0.21966548741941816,22.840256086105043,1.0
2025-08-06,GOOG,196.74415588378906,0.8191688193527336,21.95799918458075,1.0
2025-08-07,GOOG,197.10382080078125,0.18280843737215058,21.025712899191454,1.0
2025-08-08,GOOG,201.90953063964844,2.438161685218909,22.22985197093263,1.0
2025-08-11,GOOG,201.449951171875,-0.22761653019424122,21.578765684801862,1.0
2025-08-12,GOOG,203.97769165039062,1.2547734381722409,21.14397780867,1.0
2025-08-13,GOOG,202.84869384765625,-0.5534908222559087,20.81329732067009,1.0
2025-08-14,GOOG,203.63800048828125,0.3891110293358757,20.1920941179768,1.0
2025-08-15,GOOG,204.72702026367188,0.5347821982043532,19.632951094890572,1.0
2025-08-18,GOOG,204.10755920410156,-0.3025790434367126,19.259520452763496,1.0
2025-08-19,GOOG,202.30918884277344,-0.8810895433470023,19.725224200245748,1.0
2025-08-20,GOOG,200.01123046875,-1.1358645581883708,20.257535605530844,1.0
2025-08-21,GOOG,200.4408416748047,0.21479354186655364,20.110235989620264,1.0
2025-08-22,GOOG,206.535400390625,3.0405772919813057,22.5034142729585,1.0
2025-08-25,GOOG,208.9732208251953,1.180340237053601,22.554140096090006,1.0
2025-08-26,GOOG,207.76429748535156,-0.5785063440520988,22.3767677187344,1.0
2025-08-27,GOOG,208.02407836914062,0.12503634499925198,22.36878547457229,1.0
2025-08-28,GOOG,212.1803436279297,1.9979731631901476,20.92959190809228,1.0
2025-08-29,GOOG,213.3393096923828,0.5462174509837991,19.550773733817127,1.0
2025-09-02,GOOG,211.8007049560547,-0.7212007663035314,17.762070776790633,1.0
2025-09-03,GOOG,230.8936309814453,9.014571518707704,35.16887480318541,1.0
2025-09-04,GOOG,232.45223999023438,0.6750333485440851,35.17519024442546,1.0
2025-09-05,GOOG,234.95999145507812,1.0788243920338614,35.090193644526984,1.0
2025-09-08,GOOG,234.16000366210938,-0.3404783035675707,34.86491056948578,1.0
2025-09-09,GOOG,239.94000244140625,2.4683971168865115,35.15846416168987,1.0
2025-09-10,GOOG,239.55999755859375,-0.15837495996745554,35.32696263394524,1.0
2025-09-11,GOOG,240.77999877929688,0.5092675042312589,34.97472948193212,1.0
2025-09-12,GOOG,241.3800048828125,0.2491926682272272,35.004440640261535,1.0
2025-09-15,GOOG,251.75999450683594,4.300269042194627,37.012132362421,1.0
2025-09-16,GOOG,251.4199981689453,-0.1350478016003409,36.93478022615809,1.0
2025-09-17,GOOG,249.85000610351562,-0.6244499550010718,36.76558773711846,1.0
2025-09-18,GOOG,252.3300018310547,0.9925938230762155,35.82431782236392,1.0
2025-09-19,GOOG,255.24000549316406,1.1532531371587496,35.639281407266814,1.0
2025-09-22,GOOG,252.8800048828125,-0.9246201847518676,35.759441495303676,1.0
2025-09-23,GOOG,252.33999633789062,-0.21354339390025068,36.028386680229566,1.0
2025-09-24,GOOG,247.8300018310547,-1.787268991157831,36.96118278973282,1.0
2025-09-25,GOOG,246.57000732421875,-0.5084108047962999,37.20724864840138,1.0
2025-09-26,GOOG,247.17999267578125,0.24738830086517005,37.02719624417245,1.0
2025-09-29,GOOG,244.36000061035156,-1.1408658261142457,37.654138618626725,1.0
2025-09-30,GOOG,243.5500030517578,-0.33147714706603937,37.48314401416223,1.0
2025-10-01,GOOG,245.5399932861328,0.8170766616463876,21.198923647308952,1.0
2025-10-02,GOOG,246.42999267578125,0.3624661619222591,21.157772241250374,1.0
2025-10-03,GOOG,246.4499969482422,0.008117628963799639,20.976086048456125,1.0
2025-10-06,GOOG,251.50999450683594,2.0531538329279897,21.791627200999407,1.0
2025-10-07,GOOG,247.1300048828125,-1.7414773645921255,21.52907512639137,1.0
2025-10-08,GOOG,245.4600067138672,-0.6757569440979938,21.706990168875496,1.0
2025-10-09,GOOG,242.2100067138672,-1.3240446146440932,22.251342743353835,1.0
2025-10-10,GOOG,237.49000549316406,-1.9487226331978302,23.31793070811852,1.0
2025-10-13,GOOG,244.63999938964844,3.0106504404835643,20.375053786174767,1.0
2025-10-14,GOOG,246.19000244140625,0.6335852908865736,20.557166185515566,1.0
2025-10-15,GOOG,251.7100067138672,2.2421723943784944,22.04629310800413,1.0
2025-10-16,GOOG,251.8800048828125,0.06753731056015067,21.762321305831662,1.0
2025-10-17,GOOG,253.7899932861328,0.7582929832834262,21.52861558157201,1.0
2025-10-20,GOOG,256.8699951171875,1.2136025503504344,21.674110715231176,1.0
2025-07-22,GOOGL,191.1690216064453,0.6522880816912213,24.66356738091774,1.0
2025-07-23,GOOGL,190.0600128173828,-0.5801195087693611,24.66356738091774,1.0
2025-07-24,GOOGL,191.99827575683594,1.01981627314498,24.66356738091774,1.0
2025-07-25,GOOGL,193.0073699951172,0.5255746356593649,24.66356738091774,1.0
2025-07-28,GOOGL,192.4079132080078,-0.310587511308269,24.66356738091774,1.0
2025-07-29,GOOGL,195.5750732421875,1.6460653729744257,24.66356738091774,1.0
2025-07-30,GOOGL,196.35438537597656,0.3984721165483096,24.66356738091774,1.0
2025-07-31,GOOGL,191.728515625,-2.355877991784605,24.66356738091774,1.0
2025-08-01,GOOGL,188.96099853515625,-1.4434561707329485,24.66356738091774,1.0
2025-08-04,GOOGL,194.86570739746094,3.1248294135184373,24.66356738091774,1.0
2025-08-05,GOOGL,194.4960479736328,-0.1896995776040522,23.50011321961463,1.0
2025-08-06,GOOGL,195.91476440429688,0.7294320092593232,22.524877430171916,1.0
2025-08-07,GOOGL,196.34439086914062,0.21929254089148031,21.566997142899503,1.0
2025-08-08,GOOGL,201.24000549316406,2.4933814520254227,22.77703659134978,1.0
2025-08-11,GOOGL,200.8203887939453,-0.20851554748789747,22.100859751317156,1.0
2025-08-12,GOOGL,203.15829467773438,1.1641775508102858,21.576274914795242,1.0
2025-08-13,GOOGL,201.779541015625,-0.6786597929936633,21.322994120430256,1.0
2025-08-14,GOOGL,202.75865173339844,0.4852378555552539,20.69122760313836,1.0
2025-08-15,GOOGL,203.71778869628906,0.47304366777491946,20.11164177267967,1.0
2025-08-18,GOOGL,203.3181610107422,-0.19616729992227855,19.680712943047208,1.0
2025-08-19,GOOGL,201.389892578125,-0.9483995050079685,20.167104869780026,1.0
2025-08-20,GOOGL,199.1418914794922,-1.1162432582165205,20.552389919537344,1.0
2025-08-21,GOOGL,199.57150268554688,0.21573120696150028,20.345714452998774,1.0
2025-08-22,GOOGL,205.9058380126953,3.1739678470673605,22.91505132070721,1.0
2025-08-25,GOOGL,208.30369567871094,1.1645408839101368,22.963067587889103,1.0
2025-08-26,GOOGL,206.95489501953125,-0.6475164325745242,22.764749988967267,1.0
2025-08-27,GOOGL,207.29458618164062,0.16413777604888935,22.765530263251588,1.0
2025-08-28,GOOGL,211.4508819580078,2.0050189698274323,21.280037574284002,1.0
2025-08-29,GOOGL,212.71974182128906,0.600073100443832,20.003780532027037,1.0
2025-09-02,GOOGL,211.16114807128906,-0.7326982143995853,18.150251429968606,1.0
2025-09-03,GOOGL,230.45388793945312,9.136500745700982,35.74023609921182,1.0
2025-09-04,GOOGL,232.09242248535156,0.7110032122039645,35.74129022171589,1.0
2025-09-05,GOOGL,234.79000854492188,1.1622895873477201,35.66889266756552,1.0
2025-09-08,GOOGL,234.0399932861328,-0.3194408754602418,35.420936109031466,1.0
2025-09-09,GOOGL,239.6300048828125,2.388485625123682,35.6580536004054,1.0
2025-09-10,GOOGL,239.1699981689453,-0.19196540687471675,35.854361483357785,1.0
2025-09-11,GOOGL,240.3699951171875,0.5017338953168027,35.43251413140739,1.0
2025-09-12,GOOGL,240.8000030517578,0.1788941811812439,35.49687125089848,1.0
2025-09-15,GOOGL,251.61000061035156,4.489201587040781,37.67293609019923,1.0
2025-09-16,GOOGL,251.16000366210938,-0.17884700415349286,37.665161224873444,1.0
2025-09-17,GOOGL,249.52999877929688,-0.6489906271085144,37.464940767022384,1.0
2025-09-18,GOOGL,252.02999877929688,1.0018835459584041,36.544112465421556,1.0
2025-09-19,GOOGL,254.72000122070312,1.0673342278439968,36.36177889539591,1.0
2025-09-22,GOOGL,252.52999877929688,-0.8597685422860546,36.35197451487236,1.0
2025-09-23,GOOGL,251.66000366210938,-0.34451159125369335,36.68184795796802,1.0
2025-09-24,GOOGL,247.13999938964844,-1.7960757397626481,37.571090669611976,1.0
2025-09-25,GOOGL,245.7899932861328,-0.5462515605930585,37.843454084242474,1.0
2025-09-26,GOOGL,246.5399932861328,0.30513854122893314,37.65449300539459,1.0
2025-09-29,GOOGL,244.0500030517578,-1.0099741632933035,38.1955430200447,1.0
2025-09-30,GOOGL,243.10000610351562,-0.38926323964876275,38.041959354367314,1.0
2025-10-01,GOOGL,244.89999389648438,0.7404309945604481,21.535666237105602,1.0
2025-10-02,GOOGL,245.69000244140625,0.32258414234824784,21.48454771043956,1.0
2025-10-03,GOOGL,245.35000610351562,-0.13838427877085335,21.282194446578558,1.0
2025-10-06,GOOGL,250.42999267578125,2.0705059897664357,22.13947871071015,1.0
2025-10-07,GOOGL,245.75999450683594,-1.864791880176797,22.08827870446088,1.0
2025-10-08,GOOGL,244.6199951171875,-0.46386694951554563,22.162694699824666,1.0
2025-10-09,GOOGL,241.52999877929688,-1.2631822416684813,22.641735338279897,1.0
2025-10-10,GOOGL,236.57000732421875,-2.053571597791637,23.80843058155913,1.0
2025-10-13,GOOGL,244.14999389648438,3.2041198535692983,20.783642328527623,1.0
2025-10-14,GOOGL,245.4499969482422,0.5324608168161493,20.919961719256793,1.0
2025-10-15,GOOGL,251.02999877929688,2.273376207143052,22.43243587550972,1.0
2025-10-16,GOOGL,251.4600067138672,0.1712974292560121,22.15177154235578,1.0
2025-10-17,GOOGL,253.3000030517578,0.7317252401032315,21.9681447077159,1.0
2025-10-20,GOOGL,256.2401123046875,1.1607221545626656,22.11266771147903,1.0
2025-07-22,LLY,774.7383422851562,1.8709507536362358,41.54088842887154,0.461
2025-07-23,LLY,797.13916015625,2.8914043165877867,41.54088842887154,0.461
2025-07-24,LLY,803.664794921875,0.8186318138411197,41.54088842887154,0.461
2025-07-25,LLY,810.908935546875,0.9013883239347598,41.54088842887154,0.461
2025-07-28,LLY,806.3389282226562,-0.5635660336060777,41.54088842887154,0.461
2025-07-29,LLY,761.2779541015625,-5.588341644427086,41.54088842887154,0.461
2025-07-30,LLY,758.4142456054688,-0.37617121061562786,41.54088842887154,0.461
2025-07-31,LLY,738.4480590820312,-2.632622823098185,41.54088842887154,0.461
2025-08-01,LLY,760.6593017578125,3.0078273485331097,41.54088842887154,0.461
2025-08-04,LLY,767.3146362304688,0.8749428893167321,41.54088842887154,0.461
2025-08-05,LLY,764.2713623046875,-0.39661356399138814,39.48677741740934,0.461
2025-08-06,LLY,744.7342529296875,-2.5563053044517003,39.530827173265145,0.461
2025-08-07,LLY,639.4554443359375,-14.136426272807634,72.29669308836289,0.461
2025-08-08,LLY,624.2788696289062,-2.3733592139154935,69.63199114275541,0.461
2025-08-11,LLY,633.8278198242188,1.5295968932904414,68.09692899317484,0.461
2025-08-12,LLY,638.0286254882812,0.6627676369944657,66.16522131066188,0.461
2025-08-13,LLY,659.04248046875,3.2935599032703156,66.1665542851869,0.461
